307835249,100,100,100
200920111624,29,88,27
201426701551,55,83,59
201314126518,49,38,62
201619517070,49,48,15
20176562548,62,60,51
201228089111,47,4,90
201719828330,62,62,21
201411474869,13,6,1
20130456317,76,35,35
20096468734,56,13,40
20161791371,74,37,13
201110341033,75,25,76
20117490796,71,51,59
201117698069,75,95,30
201528639040,93,40,59
201714645256,19,17,26
20115996415,51,58,46
201024674400,54,100,51
20128306306,27,5,76
20106063515,63,85,32
201415697471,66,41,64
201024705673,27,9,44
201423577819,67,67,40
201119345276,59,17,52
20168020455,14,40,0
201715368453,27,23,17
201228446003,35,75,33
201726834767,7,45,14
201019533522,96,1,11
20155643587,48,85,6
201117534563,59,55,43
20141272316,6,36,44
201625207674,60,15,52
200916903707,40,34,32
20091974684,39,17,75
201428148211,89,0,66
20115466691,33,37,69
201310929855,67,38,78
201610549531,78,5,69
201324543789,91,49,37
201213452544,86,53,79
200914001270,95,63,39
20116360529,63,11,25
201210756256,99,45,34
201010477779,42,92,16
201029518502,40,24,12
20110791702,96,19,82
201219206327,41,73,49
201412815377,10,41,21
201120226829,7,68,50
201410212753,96,67,70
20173006284,99,16,30
201210604729,6,15,45
201321722361,5,1,51
200926116276,10,39,45
201412029928,11,75,64
201013253489,85,80,7
200912568926,56,19,53
201628103586,55,1,97
201010623573,53,15,10
201012894104,79,46,29
20162686441,5,34,99
201510062442,46,50,10
201524636788,45,13,85
20116264332,19,18,29
20153058215,54,73,8
201529728441,53,46,66
201526588699,98,74,81
201219941610,35,56,80
200912410593,41,67,73
201717549521,66,6,59
201421598310,86,9,66
20093386917,95,36,74
20170739322,58,18,13
200920010768,38,6,85
201219411361,12,58,27
201228131381,35,37,89
201127189378,66,77,38
20129007793,83,40,70
201721792170,89,12,95
20152315804,19,47,63
201410747105,48,61,32
201525811726,32,50,85
20164569324,33,30,36
201414971090,4,80,43
201521191937,1,50,54
20174711049,0,63,90
20139996571,96,3,78
201211429058,49,37,32
201511220706,13,15,74
201629078281,92,34,21
20107856763,100,14,84
201415063969,65,78,3
200917558140,68,85,83
201221086602,81,96,88
201523314955,92,21,61
200912411926,12,88,41
20133198842,47,85,75
201524428759,5,44,53
20132785424,96,30,74
201112362365,88,83,25
20168820710,52,75,64
201614157100,31,49,28
201224987240,58,43,83
201020344654,59,44,63
201224674482,34,65,16
20117048485,15,2,17
20132287090,8,66,89
20142434300,19,54,74
201714925924,33,13,45
201526996642,50,73,79
201711068835,51,53,88
201715748943,21,0,100
201615747888,78,78,49
201324479463,36,12,0
20111990555,22,58,87
201126043573,46,40,61
201319423764,65,3,66
20099211357,16,16,72
20172342410,5,54,37
201622817593,48,29,30
201713586847,46,7,27
201227147535,2,82,48
201711184964,59,39,59
201222742366,25,32,73
201513421305,77,94,91
20178942635,45,93,62
20106037313,35,11,98
201520224823,86,69,95
201320297853,1,1,2
20141538438,67,61,56
201213468633,99,14,50
20134133598,68,92,99
201716789987,57,70,52
20147220180,76,90,2
20119198909,73,58,55
20158620108,36,21,7
20142130349,66,99,76
201516874416,12,1,68
20091791977,82,57,32
201012696814,73,71,90
201223505154,62,66,88
201117433438,64,64,33
20107487699,6,56,73
20135078227,80,10,15
201328978457,95,87,19
201311064279,40,47,84
201422212235,97,80,76
201112957661,43,40,22
201625049176,30,58,70
200925243867,96,94,0
20148265222,62,15,73
20116767065,66,77,18
201113712964,63,62,59
20175413359,62,45,29
201126651480,17,16,56
20176775027,11,2,17
20123871785,30,1,45
20146290087,41,1,58
20139273915,31,17,50
20109968285,5,54,19
20106960393,13,36,79
201411840787,55,42,13
201319564759,25,29,80
20159893181,96,66,71
201422299180,60,64,33
201120744183,38,26,63
201722055521,87,44,10
20147562162,43,21,97
201525794408,5,97,75
20128868593,63,73,27
201624192959,52,81,50
200911227713,6,80,20
201628143241,30,36,20
201718229048,0,13,31
201012974345,38,57,69
201629112752,0,52,76
201416167965,10,97,64
200912874590,47,46,97
20097589930,46,65,90
201023925143,66,43,78
201720869854,80,22,64
201212801672,13,57,100
20146595336,61,34,77
201625553509,83,2,57
20167018051,97,21,29
20092626525,89,43,12
20151334310,43,92,18
201721217123,98,55,11
201623670417,81,95,38
201527585749,57,9,20
201718443449,24,31,90
201212174390,49,78,54
201420172681,72,99,8
20123857110,0,28,56
201322551187,20,11,70
201110072164,92,67,87
201329916501,1,13,32
201116975794,77,90,32
20163300687,47,64,100
20098962709,52,13,44
201118957380,78,26,61
201314756849,99,36,0
201525015046,57,82,20
20134490416,73,44,40
20171670823,30,18,22
201623088746,78,50,68
201324423083,83,20,78
201320920445,37,62,63
20178992805,64,45,23
20113052907,67,28,77
201119866959,5,39,91
201225844795,41,48,80
201412338458,83,21,2
201419688772,20,22,89
201726194706,43,44,50
201419666848,22,78,22
20095440681,33,12,3
200912769481,98,96,28
20152819503,14,14,78
20114819887,35,12,85
201526483861,45,91,42
201517855115,6,5,34
20156829645,98,19,1
20167163624,87,96,33
201716806778,9,81,27
201127764227,73,75,80
20146254566,76,65,68
20124138174,42,51,98
200924889101,68,68,80
201412884544,41,92,78
201313000161,95,74,94
20165770197,94,58,10
201521319284,48,80,1
20164860816,9,14,84
201326047906,82,74,14
201127415330,74,4,52
201718704163,0,51,85
20115854595,14,13,85
20102848591,33,76,81
200924901589,43,0,12
20137528190,69,61,26
20093004728,56,26,51
20152173863,46,43,44
20171390356,77,7,89
201518527035,66,63,10
201229842436,70,53,59
201520165233,37,0,61
20100898054,14,87,49
20133062411,9,73,15
201114550833,10,5,31
20143291010,83,7,67
201423754800,67,86,100
20147844152,77,76,5
20103019088,65,93,57
20164242079,3,51,87
20171006205,27,19,45
20157107045,89,40,23
200922034329,20,24,18
201617916519,25,45,9
201020488311,21,93,2
20163890201,77,32,45
20123888944,32,70,58
20172360775,76,94,16
201227630576,2,46,44
201217166048,42,3,73
201213873990,15,77,23
20160218765,50,73,5
201524600602,45,54,12
201111709328,44,67,77
201621591455,43,21,87
201428656116,71,17,16
201319045425,12,16,46
201022499104,33,54,3
200928627756,38,75,60
200914393615,74,79,7
201723373664,94,71,87
201028795646,98,31,50
20178107802,52,71,50
20131600253,71,69,7
201123738363,13,93,2
201727944910,7,49,96
201113911037,62,80,94
20159932797,0,70,100
201320904040,30,78,2
201026401151,83,47,80
201514775968,65,92,92
201019792165,52,91,54
201225083763,33,2,56
201222958022,71,38,9
201622413146,89,92,5
20122109507,61,66,49
200927478020,57,26,74
200923654636,76,52,27
201128086628,53,18,58
201426630699,75,72,73
201411506713,20,56,26
201023751851,28,37,14
20165740648,66,77,81
201323221712,77,43,80
200927029172,91,70,67
201422877245,6,86,3
201129629298,25,49,76
201725101357,36,5,17
201021372004,61,91,11
20171479818,72,0,73
200927929137,55,81,23
201025290172,0,71,25
20110096505,51,11,8
200915121789,59,42,76
20139610851,94,38,83
20153850909,100,47,66
201111540224,62,24,24
20132294979,99,90,75
201218908845,69,80,40
201017406469,28,14,37
201623756694,11,21,34
201319392285,44,71,49
201111717831,96,59,97
201523650121,34,81,96
20129072127,79,60,63
201421765874,35,68,52
201127887441,48,67,59
200917829955,96,12,26
200920850777,92,62,5
201528839871,52,13,29
20128236332,12,96,66
201218835322,46,94,20
20145575704,17,1,68
201020173287,49,21,13
201014842078,36,95,81
201319411533,71,77,56
201329230840,9,42,66
201125960860,24,43,36
20135054594,34,91,52
200924217895,12,54,55
201119909546,49,22,22
201717504610,30,63,39
20106324743,67,100,99
201717536863,66,6,50
20162019522,24,50,86
20137098444,74,48,97
20163844705,79,45,60
201613387362,28,67,12
20150536962,14,27,80
201123135011,23,83,25
200915599894,78,90,87
201310435224,55,10,7
201719559042,11,70,60
201114789566,83,17,18
201518720694,15,66,32
20147937021,52,97,55
201424881458,99,36,48
20131851557,97,88,91
20144878018,23,23,18
201325327958,30,22,10
20116889188,57,23,73
20120778910,27,100,68
201317356300,84,84,97
201126374125,99,93,61
20150489685,55,45,51
20094125533,96,52,23
201424088372,52,55,24
201228355536,67,31,99
201429564365,99,41,58
20111933215,15,54,86
201212854870,22,68,12
201121392942,99,40,2
201418761969,1,46,28
201516100070,48,93,51
201215026831,16,21,18
20096480891,61,83,81
201617039661,56,72,54
201423174502,4,77,27
200916935086,72,86,62
20124113193,44,35,19
20136961945,16,48,87
201022631987,63,3,51
201229469498,3,21,3
20156249585,11,86,42
201515885868,81,52,63
200926902831,73,49,80
201129658044,67,1,74
201127012675,31,42,72
20136035163,97,69,94
201124382682,45,37,62
201318117856,15,93,56
201218117760,70,20,24
20146967281,30,84,10
201321164626,49,15,62
201029363331,52,85,92
201716745424,37,86,82
201415485707,46,19,30
201228837519,65,68,90
201224478359,15,88,14
201228990926,4,12,36
201020545375,70,64,60
200921980470,64,91,63
201126207669,45,77,14
201727246204,83,20,66
201020589696,52,91,19
201525898854,76,81,30
201511695289,32,37,91
20144537259,70,57,60
201124860248,10,36,29
20114513216,55,0,88
201116896088,20,87,46
201212080118,62,88,72
200925896184,79,82,86
201719544669,15,83,86
201611112723,49,50,21
20132218108,22,12,8
201521059702,86,87,45
20139838632,33,83,29
201515960764,25,15,99
201620509961,67,13,60
201514701213,21,99,25
20129389168,37,55,82
201410331462,32,82,88
201514304655,79,60,71
200929142144,93,32,86
201319741915,29,1,87
201329981171,56,87,82
20151388479,87,10,48
201620999507,30,86,91
20111553616,70,54,70
20175708781,60,58,4
20147546268,66,75,57
201523348544,22,11,8
201529492853,30,35,57
201513013858,35,18,57
201223965008,99,18,56
20141911613,63,70,96
20132341658,72,92,12
20121731742,75,8,43
201329156533,49,15,1
20131995649,44,41,22
201616483941,65,10,94
20151794054,99,81,36
20094641987,97,66,51
20125249629,69,99,13
201123934487,40,16,47
201423456742,21,45,65
20128998061,53,35,38
201429982992,61,79,3
201619369512,68,39,80
201612578508,11,57,38
20140307295,71,19,4
20101321719,67,37,10
201313980412,52,37,88
201624950934,3,55,76
201526717090,66,96,54
201023545867,86,61,65
20112453652,4,31,13
20127967760,22,98,90
201210989566,0,70,77
201023304939,14,29,16
20161597209,47,6,41
201625412025,68,46,40
201724994154,48,90,63
201012750769,18,41,56
201418419238,61,88,15
20163239664,56,69,13
200912618809,86,32,17
20155213032,86,26,8
201425246249,63,27,75
20128919141,65,60,48
201316025803,96,22,74
201227950686,58,55,9
201118240362,70,51,69
20114312936,100,46,99
201328902753,79,31,31
200918908645,41,14,17
201118607583,38,93,91
20144475741,83,10,90
201512867761,9,59,47
201420886614,0,16,91
201514225635,18,71,46
20172202137,41,8,42
20098943301,49,22,64
201724647678,77,68,46
201629185442,54,63,78
201524486817,67,90,31
201528360357,58,29,49
201416194952,22,59,69
201421224227,8,90,22
20100326468,9,38,42
20116198304,29,85,13
201128097131,77,97,79
201410230381,85,65,53
201325584451,8,62,53
201320457213,46,29,70
201013685641,23,36,23
20117816942,84,29,44
200926037830,38,100,40
201716887997,70,67,5
20132444838,75,46,32
201624111036,74,60,14
201614148432,9,68,75
20109565804,67,37,6
201429989831,82,58,48
201319153914,11,91,63
201612774580,56,24,16
20141696166,64,12,87
20109760723,94,58,80
201117764561,6,49,97
201617153289,34,24,5
201328105895,50,95,3
201617419567,16,70,48
201615795503,13,3,60
201525872122,72,67,28
201223376189,10,8,45
201121627151,52,16,44
200912428242,28,21,44
201618570550,77,10,9
201224035794,5,26,23
20100287764,32,79,62
201111033474,70,12,95
200929498850,76,89,92
201326377333,47,97,69
201618525654,100,12,22
20175945813,50,17,82
201717942409,55,21,70
20170128318,82,98,43
201124853199,54,49,52
201221736932,37,17,16
201627240981,79,98,55
201221493510,90,14,99
201022167266,15,42,35
201722862993,85,59,76
20113368459,65,58,21
201623059504,11,92,96
20154690987,74,62,92
20167018169,69,56,59
20099295333,39,19,93
201613882166,86,45,72
201026851434,31,41,26
20176620048,23,33,44
20138196323,32,25,59
201122910661,69,43,26
20147975875,26,49,54
201612251068,45,96,42
201016505083,76,23,19
20096179247,81,6,0
20159654890,38,53,76
201514551041,83,65,71
201623882718,75,56,6
20115587694,63,75,7
201429518949,30,22,17
201022383895,2,2,16
201115386212,35,83,81
20092666451,60,89,11
20101377831,91,97,90
201323251366,23,84,5
20156099443,59,56,52
20162927141,9,28,0
201324312055,6,73,82
201010382187,8,13,32
201520154702,58,0,36
201127034186,29,28,37
201012488715,62,27,48
201027375521,69,72,18
201626961052,88,63,58
201223728667,33,66,69
201715583530,50,8,98
201324905896,43,55,79
201124003642,16,41,67
20159237113,77,28,74
200911474016,33,49,42
201122880455,17,16,41
201523694558,13,83,5
20113305032,46,7,40
201514294558,14,93,36
20140369169,36,12,47
200922244413,76,1,76
201211480508,72,8,37
201520245459,16,61,66
201626087267,66,11,60
200912225182,25,74,88
201519015378,34,6,88
201412256498,7,14,60
201620594433,56,32,33
201513724374,89,41,72
201313987394,95,25,27
201624513265,11,7,37
201116711702,79,75,70
201422837157,71,87,48
200920283873,33,92,42
201425249888,69,51,94
201415225387,98,45,31
201528682932,26,13,91
201623983245,52,50,0
201720198841,34,12,70
20179848867,6,47,46
200916217948,80,59,2
201513479448,11,64,16
201126158599,68,7,51
201424377507,44,6,75
20145516471,0,15,47
201617546194,30,80,100
201012114270,13,85,62
201424353198,66,21,13
200925561644,3,9,66
20173632579,56,5,2
201412093590,3,89,19
201210572346,58,1,14
201622795747,45,37,76
20141034414,43,86,46
201016923695,8,23,41
20121044105,87,97,20
200924123872,3,82,15
201524217226,68,7,34
200915386056,70,16,78
201022660606,92,68,47
201422340438,67,26,34
201524855258,70,24,21
201428761492,5,76,26
201124775949,54,52,65
201423546650,91,2,58
201414488519,87,5,45
201510536855,46,18,66
201629248883,64,34,38
201523163196,78,33,29
201512501862,86,39,77
201429187734,24,14,26
201111914209,92,42,86
201616045287,46,93,13
20124975852,15,63,43
201011666521,85,88,90
200918361654,6,30,55
20137330234,85,28,59
20117042778,87,20,55
20174134180,99,40,5
201227703005,52,88,90
201717892354,5,33,76
201628078736,26,90,16
200912733732,57,42,16
20178166612,58,4,60
20156731390,98,33,94
201610804903,80,27,92
20176530286,12,42,82
201516635229,36,86,40
201429937849,59,30,81
201220955765,87,33,37
201424474416,80,83,91
20139457850,38,22,69
20146147769,2,21,21
201518015987,31,66,37
201714207156,1,63,23
201012188519,54,50,45
201015219917,71,74,2
201714655701,95,3,36
201616860243,14,0,4
201018577601,84,59,5
201019389060,2,16,42
201219268854,11,6,50
20107003493,100,64,22
201617302544,2,64,77
201621737675,48,97,21
20111154606,6,85,72
20159004097,84,60,19
20161259302,10,61,100
201118354372,87,14,85
201011528653,42,11,58
201720025409,14,21,17
201513491920,14,97,27
201512014998,55,19,92
20165827654,35,60,40
20101903573,30,49,98
200921721884,98,85,5
20150600006,50,67,44
201219419134,18,33,89
201620714781,81,45,42
201325178891,26,77,39
200917160728,81,11,94
20101094766,49,32,66
20170550830,41,62,69
201226898788,13,90,40
201422308772,18,65,96
201027952781,55,47,32
20150984160,59,47,3
20173314812,40,67,53
20152380155,39,25,60
201019186672,74,35,6
201420539072,74,15,19
201625959940,22,20,5
201125756874,42,19,41
200918935669,42,92,38
201310764601,60,3,36
20161513246,93,83,73
20168883252,49,20,71
20100756349,19,43,24
20137722419,58,57,10
201527053022,61,48,25
20100104053,12,90,81
20132196712,38,92,82
20137556293,80,78,4
20095573174,97,43,25
201129582317,25,33,62
201110082828,49,36,98
201016387268,10,41,9
201320003688,21,68,97
20140080557,41,5,1
20135910811,22,64,24
201022104834,32,64,45
201512435439,78,63,65
20169112266,99,8,23
201322108526,25,22,93
20108903824,24,38,29
201522155399,83,40,64
201229151082,38,26,12
201416225948,50,6,73
201523661551,13,68,63
20134300092,19,53,70
20130613407,94,46,51
201019703491,37,100,98
20148131350,63,29,2
201328785172,20,36,90
201426201611,45,55,43
201620274921,16,15,46
20157128734,94,85,0
20164127257,22,68,5
201524576376,4,71,14
201325940736,54,2,14
201528808162,97,36,82
20152210153,68,41,89
201410197540,4,74,34
201016374566,80,100,22
201410086962,35,11,96
20148336313,86,27,100
201524126470,39,74,13
201229072104,0,12,69
201112044836,44,31,16
20149376392,91,48,83
20143292017,54,81,10
20129167760,53,9,57
201114815839,79,19,0
201427076030,34,71,68
201210678034,60,11,25
201522756861,31,31,13
201124430426,84,86,17
20141558705,67,72,2
200915059620,20,61,96
200925899707,70,38,67
201728435246,22,37,39
20144441787,89,64,52
201619622498,71,77,1
20174063478,99,7,74
20168678545,42,34,88
201116714912,42,24,23
20128006378,22,20,80
201119121938,28,14,8
20153080080,51,0,16
201417292591,5,27,74
201515081773,83,48,9
201224512724,22,13,76
201327091556,88,99,19
201321632315,0,90,53
201628587965,27,49,19
201721607176,5,55,44
20102451749,27,45,37
201023747789,43,9,80
201024874397,86,68,80
20150377099,31,71,45
20107671505,73,73,12
201711240469,27,42,8
20151619954,75,96,64
20118019835,47,80,39
201329051008,79,69,88
20129309276,42,13,51
200923953276,73,93,37
200926572500,2,83,43
20114299004,89,13,17
201220918455,19,22,34
201523809146,71,11,2
201619423714,97,88,57
20136597263,44,50,95
201223338024,24,78,88
20121388500,80,11,75
20162116783,75,98,37
20176134720,33,28,52
200910048717,27,57,62
20144779233,3,77,51
20090413971,19,73,16
20141316521,46,93,55
20114645444,94,94,50
201618652320,13,12,43
201727269926,68,31,64
20136201527,28,8,92
201012121550,56,62,68
201118432126,31,28,95
201426431214,25,63,75
20162796868,2,66,44
20101041567,20,95,59
20099149831,45,79,26
201715365906,40,49,9
20170025580,83,48,81
200914860506,62,1,7
201421072516,86,89,3
201715142858,29,27,40
20113412803,14,52,79
20160824832,89,48,59
201211680728,88,21,54
201418442700,97,94,81
201428169841,93,14,43
201015862357,70,7,85
200910849222,60,1,63
201127613904,58,67,34
200919846643,54,0,79
201320453963,43,86,69
201215278157,22,3,89
201222313159,75,46,92
20100180432,81,24,49
201110838530,60,28,7
20124066785,90,91,35
201423204773,82,41,0
20179755337,19,89,65
201621836866,82,54,90
201027789222,73,18,86
201320570310,41,43,39
20173915384,39,66,80
201411727195,41,25,64
201412590087,18,17,4
201325563417,35,83,64
200922963748,92,80,8
200922516774,7,3,89
20137258712,92,90,23
20153680386,79,60,40
20132481734,72,98,21
201729967206,72,40,14
20094028423,1,42,34
20169226101,17,24,27
201328333596,20,32,37
201013740466,63,86,84
20127579850,89,10,15
201029621353,77,35,56
20171426747,76,88,62
201514087837,35,78,77
201727808607,32,53,28
201512538541,97,0,33
201723833940,1,68,93
20110549441,83,75,73
201713400706,60,32,99
201619366498,12,55,4
201622655778,11,6,27
201516232921,11,71,5
201728586140,73,79,29
201121182377,29,66,41
20140998997,43,36,52
201515384061,83,76,28
20176572626,93,42,65
201419023279,20,99,93
201711058233,53,92,80
20146219044,35,39,96
201318230466,41,95,78
201411638360,9,72,80
20097239329,88,54,17
201416853125,20,37,20
201216200845,62,90,33
200925837557,61,29,59
20158300928,48,82,53
201528314887,21,65,16
20168752372,56,21,28
201122923877,77,73,61
201520068944,31,86,33
201018331007,43,33,24
20091468347,95,86,41
20143112939,18,9,12
200915364483,71,24,18
200923458936,13,29,11
20132926423,29,62,66
201019706684,32,49,88
201411771369,55,36,84
20092697878,61,74,7
201225564477,99,68,32
201419970689,38,75,94
201713012037,5,26,10
201426461638,34,58,27
201314548130,55,18,64
20100333771,50,93,71
201220280091,77,46,73
20109241895,45,14,77
201315198436,55,76,57
20132214203,21,66,1
20161916564,59,33,68
20166100712,5,54,35
201219820918,65,90,83
201711269206,44,66,31
201518125982,52,36,11
20111571787,5,7,11
201114347155,71,82,58
201019044567,26,21,29
20122140378,42,0,21
201623736680,65,43,41
201522718153,36,71,94
20132510646,10,93,12
20119395563,36,33,63
201726184089,87,39,71
20106900244,5,96,67
201223919212,33,32,49
201412756096,16,49,44
201628733818,44,35,60
201523483369,1,1,3
201319942976,35,0,3
201127099410,65,19,51
201311910992,0,44,69
201215100734,4,17,59
20175260122,41,57,5
200929279605,5,50,46
200910557129,57,17,23
201620749461,51,89,69
20136175123,30,2,13
20166030665,52,7,27
201526309705,40,69,38
201120503848,85,64,32
201112109116,8,14,69
201110053624,54,68,66
201614719518,49,58,75
20153496966,35,56,14
201325449615,32,46,74
201220303940,36,52,35
201627176672,83,41,58
201411732814,95,71,25
201114064640,97,33,67
201626815310,97,13,31
20101537065,94,58,25
201115122578,17,39,0
201327472810,48,4,90
201515142194,75,43,66
20097971829,9,9,57
201327842161,9,65,83
201516395041,49,71,64
201218045341,35,88,9
201318901950,29,9,81
201510902573,94,85,93
201228360205,61,16,66
201125708829,48,17,64
20130073160,32,93,37
20133431459,49,17,74
201126285446,93,38,28
201618422108,84,96,62
201412439276,22,73,29
200917801909,65,93,77
201324220474,11,75,47
201017422746,23,78,78
20179653577,57,12,48
20158666424,98,71,66
20129304471,75,87,24
201617349861,43,1,4
201027143619,71,95,56
20172913374,41,47,71
20144374056,50,19,98
201127336771,41,47,18
201622055968,68,89,81
201218216699,18,2,18
201112489985,23,20,76
201215801210,16,90,90
201222344799,75,63,17
20127728771,6,41,83
201116013233,94,87,14
201523175331,22,79,12
201015294085,53,77,39
20110063911,37,97,18
201225428529,16,21,70
20139408212,8,15,3
20098251120,29,6,85
20099503072,10,5,25
201029977338,75,23,44
20138904341,54,5,44
201515383664,7,47,30
201023544411,93,43,46
201518043163,1,98,25
20122892436,36,69,99
20145233241,57,64,92
201015626046,52,58,24
200910222037,91,74,24
200921695918,82,89,95
20124476572,50,68,88
201125309668,32,18,78
201129048627,2,14,45
201421457057,17,21,8
201327138303,69,37,90
201025725971,33,43,16
200913781334,97,90,22
201119708069,75,46,47
20159393486,79,25,1
201020023576,68,79,78
200919529797,22,29,31
20135815971,3,34,23
20141714949,59,6,89
201313163474,32,8,18
201215991283,64,85,23
20140749546,18,38,40
201013150785,35,86,22
201010541317,40,1,87
201713067907,96,74,68
20134250926,98,27,17
201313229381,79,55,24
201414427364,46,6,35
20106760316,34,22,14
20157106788,33,12,59
201326335090,20,63,91
20170941153,35,19,46
20108580224,0,22,26
201716259082,50,33,40
201516339037,61,37,3
20131341051,83,73,15
20150802222,56,68,11
201714483734,29,12,69
200910989952,63,0,46
201628334206,41,48,38
201624889061,46,48,97
201725559275,48,11,76
20116043557,64,81,99
20140119008,65,67,87
